Zone	2	3	4	5	6	7	8
1	$6.94	$7.58	$7.79	$8.13	$8.42	$8.53	$8.66
2	$7.66	$8.25	$8.91	$9.10	$9.49	$9.69	$9.96
3	$7.78	$8.60	$9.40	$9.68	$10.08	$10.42	$11.01
4	$8.03	$8.81	$9.85	$10.29	$10.59	$11.09	$11.80
5	$8.07	$8.88	$10.21	$10.68	$10.93	$11.50	$12.38
6	$8.35	$9.13	$10.34	$10.89	$11.19	$11.79	$12.48
7	$8.81	$9.36	$10.52	$11.13	$11.39	$12.10	$12.96
8	$8.97	$9.59	$10.69	$11.34	$11.74	$12.47	$13.40
9	$9.23	$9.82	$10.83	$11.43	$11.99	$12.99	$14.24
10	$9.44	$9.86	$11.00	$11.75	$12.36	$13.75	$15.19
11	$9.85	$10.25	$11.11	$11.94	$12.90	$14.91	$16.19
12	$10.01	$10.57	$11.20	$12.11	$13.11	$15.50	$17.11
13	$10.25	$10.82	$11.35	$12.34	$13.78	$16.61	$18.22
14	$10.51	$11.12	$11.46	$12.52	$14.43	$17.64	$19.27
15	$10.57	$11.36	$11.62	$13.10	$15.09	$18.18	$20.25
16	$10.69	$11.47	$11.72	$13.18	$15.58	$18.95	$20.86
17	$10.88	$11.93	$11.98	$13.68	$16.38	$20.11	$21.86
18	$10.90	$12.09	$12.33	$14.35	$17.05	$20.53	$22.92
19	$10.95	$12.30	$12.36	$14.58	$17.40	$21.10	$23.70
20	$11.10	$12.52	$12.78	$15.30	$18.16	$21.89	$24.80
21	$11.44	$13.02	$13.34	$15.62	$18.90	$22.72	$25.79
22	$11.69	$13.26	$13.84	$16.34	$19.68	$23.55	$26.92
23	$11.82	$13.62	$14.27	$16.82	$20.42	$24.34	$28.00
24	$12.05	$13.93	$14.73	$17.36	$21.40	$25.17	$29.10
25	$12.18	$14.22	$14.91	$17.86	$21.92	$25.96	$30.18
26	$12.65	$14.57	$15.54	$18.41	$22.73	$27.08	$31.19
27	$12.95	$14.92	$15.70	$18.71	$23.47	$27.57	$32.26
28	$13.18	$15.42	$16.58	$19.75	$24.80	$29.02	$33.38
29	$13.46	$15.71	$17.06	$20.20	$25.51	$29.74	$34.38
30	$13.60	$15.95	$17.57	$20.80	$25.92	$30.10	$35.48
31	$13.80	$16.18	$17.63	$20.94	$26.46	$30.75	$36.30
32	$13.90	$16.22	$17.93	$21.32	$26.96	$31.29	$37.40
33	$14.03	$16.74	$18.73	$22.31	$27.94	$32.41	$38.41
34	$14.12	$16.95	$19.14	$22.66	$28.46	$32.96	$39.49
35	$14.37	$17.68	$19.59	$23.21	$29.16	$33.80	$40.54
36	$14.58	$17.69	$19.94	$24.01	$29.89	$34.96	$41.34
37	$14.96	$18.09	$20.33	$24.54	$30.52	$35.73	$42.14
38	$15.17	$18.37	$20.78	$25.13	$31.21	$36.57	$42.92
39	$15.39	$18.73	$21.26	$25.41	$32.01	$37.57	$43.80
40	$15.41	$18.98	$21.32	$25.70	$32.66	$38.01	$44.53
41	$15.61	$19.43	$21.89	$26.33	$33.39	$38.82	$45.04
42	$15.85	$19.86	$22.52	$26.92	$34.18	$39.85	$45.71
43	$16.06	$19.96	$22.78	$27.76	$35.35	$41.30	$46.50
44	$16.43	$20.35	$23.38	$28.26	$35.66	$41.78	$46.99
45	$16.44	$20.66	$23.80	$28.82	$36.25	$43.01	$47.78
46	$16.66	$20.67	$24.12	$29.07	$36.86	$43.46	$48.57
47	$16.77	$20.94	$24.50	$29.56	$37.35	$44.31	$49.36
48	$16.78	$21.04	$24.81	$30.06	$37.92	$45.15	$50.14
49	$16.82	$21.05	$24.85	$30.28	$38.39	$45.95	$50.91
50	$16.90	$21.16	$24.93	$30.39	$38.52	$46.06	$51.69
51	$16.93	$21.20	$25.11	$30.42	$38.56	$46.07	$51.79
52	$16.95	$21.24	$25.28	$30.49	$38.60	$46.08	$51.90
53	$16.97	$21.28	$25.30	$30.69	$38.64	$46.09	$52.00
54	$16.99	$21.32	$25.32	$30.89	$38.68	$46.10	$52.66
55	$17.00	$21.36	$25.34	$31.34	$38.72	$46.11	$53.27
56	$17.02	$21.56	$25.38	$31.77	$38.76	$46.13	$53.93
57	$17.41	$21.71	$25.44	$32.23	$38.80	$46.30	$54.49
58	$17.42	$21.72	$25.67	$32.89	$38.92	$46.41	$54.94
59	$17.56	$21.94	$26.04	$32.90	$39.27	$46.66	$55.34
60	$17.74	$22.15	$26.44	$33.13	$39.63	$46.91	$55.69
61	$18.09	$22.84	$26.45	$33.82	$39.98	$47.18	$56.02
62	$18.40	$23.56	$26.66	$34.13	$40.25	$47.91	$56.37
63	$18.47	$23.79	$26.67	$34.35	$40.52	$48.00	$56.71
64	$18.80	$24.25	$27.36	$34.80	$41.19	$48.32	$57.58
65	$19.19	$24.71	$27.37	$34.81	$41.55	$48.42	$57.68
66	$19.47	$25.15	$27.42	$34.84	$41.58	$48.57	$57.80
67	$19.72	$25.17	$27.69	$34.88	$41.90	$48.81	$57.94
68	$19.88	$25.87	$29.03	$35.03	$42.13	$49.09	$58.07
69	$20.10	$25.88	$29.04	$35.93	$42.35	$49.33	$58.24
70	$20.20	$25.93	$29.68	$36.38	$43.19	$49.50	$58.75
